timestep_3,region_1,technology_3,parameter,value
h0001,AT,runOfRiver,avaConv,0.425439347
h0001,BE,runOfRiver,avaConv,0.386453737
h0001,CH,runOfRiver,avaConv,0.344364733
h0001,DE,runOfRiver,avaConv,0.267996014
h0001,FR,runOfRiver,avaConv,0.263361463
h0001,LU,runOfRiver,avaConv,0.492712645
h0001,NL,runOfRiver,avaConv,0.393527843
h0002,AT,runOfRiver,avaConv,0.425439347
h0002,BE,runOfRiver,avaConv,0.386453737
h0002,CH,runOfRiver,avaConv,0.344364733
h0002,DE,runOfRiver,avaConv,0.267996014
h0002,FR,runOfRiver,avaConv,0.263361463
h0002,LU,runOfRiver,avaConv,0.492712645
h0002,NL,runOfRiver,avaConv,0.393527843
h0003,AT,runOfRiver,avaConv,0.425439347
h0003,BE,runOfRiver,avaConv,0.386453737
h0003,CH,runOfRiver,avaConv,0.344364733
h0003,DE,runOfRiver,avaConv,0.267996014
h0003,FR,runOfRiver,avaConv,0.263361463
h0003,LU,runOfRiver,avaConv,0.492712645
h0003,NL,runOfRiver,avaConv,0.393527843
h0004,AT,runOfRiver,avaConv,0.425439347
h0004,BE,runOfRiver,avaConv,0.386453737
h0004,CH,runOfRiver,avaConv,0.344364733
h0004,DE,runOfRiver,avaConv,0.267996014
h0004,FR,runOfRiver,avaConv,0.263361463
h0004,LU,runOfRiver,avaConv,0.492712645
h0004,NL,runOfRiver,avaConv,0.393527843
h0005,AT,runOfRiver,avaConv,0.425439347
h0005,BE,runOfRiver,avaConv,0.386453737
h0005,CH,runOfRiver,avaConv,0.344364733
h0005,DE,runOfRiver,avaConv,0.267996014
h0005,FR,runOfRiver,avaConv,0.263361463
h0005,LU,runOfRiver,avaConv,0.492712645
h0005,NL,runOfRiver,avaConv,0.393527843
h0006,AT,runOfRiver,avaConv,0.425439347
h0006,BE,runOfRiver,avaConv,0.386453737
h0006,CH,runOfRiver,avaConv,0.344364733
h0006,DE,runOfRiver,avaConv,0.267996014
h0006,FR,runOfRiver,avaConv,0.263361463
h0006,LU,runOfRiver,avaConv,0.492712645
h0006,NL,runOfRiver,avaConv,0.393527843
h0007,AT,runOfRiver,avaConv,0.425439347
h0007,BE,runOfRiver,avaConv,0.386453737
h0007,CH,runOfRiver,avaConv,0.344364733
h0007,DE,runOfRiver,avaConv,0.267996014
h0007,FR,runOfRiver,avaConv,0.263361463
h0007,LU,runOfRiver,avaConv,0.492712645
h0007,NL,runOfRiver,avaConv,0.393527843
h0008,AT,runOfRiver,avaConv,0.425439347
h0008,BE,runOfRiver,avaConv,0.386453737
h0008,CH,runOfRiver,avaConv,0.344364733
h0008,DE,runOfRiver,avaConv,0.267996014
h0008,FR,runOfRiver,avaConv,0.263361463
h0008,LU,runOfRiver,avaConv,0.492712645
h0008,NL,runOfRiver,avaConv,0.393527843
h0009,AT,runOfRiver,avaConv,0.425439347
h0009,BE,runOfRiver,avaConv,0.386453737
h0009,CH,runOfRiver,avaConv,0.344364733
h0009,DE,runOfRiver,avaConv,0.267996014
h0009,FR,runOfRiver,avaConv,0.263361463
h0009,LU,runOfRiver,avaConv,0.492712645
h0009,NL,runOfRiver,avaConv,0.393527843
h0010,AT,runOfRiver,avaConv,0.425439347
h0010,BE,runOfRiver,avaConv,0.386453737
h0010,CH,runOfRiver,avaConv,0.344364733
h0010,DE,runOfRiver,avaConv,0.267996014
h0010,FR,runOfRiver,avaConv,0.263361463
h0010,LU,runOfRiver,avaConv,0.492712645
h0010,NL,runOfRiver,avaConv,0.393527843
h0011,AT,runOfRiver,avaConv,0.425439347
h0011,BE,runOfRiver,avaConv,0.386453737
h0011,CH,runOfRiver,avaConv,0.344364733
h0011,DE,runOfRiver,avaConv,0.267996014
h0011,FR,runOfRiver,avaConv,0.263361463
h0011,LU,runOfRiver,avaConv,0.492712645
h0011,NL,runOfRiver,avaConv,0.393527843
h0012,AT,runOfRiver,avaConv,0.425439347
h0012,BE,runOfRiver,avaConv,0.386453737
h0012,CH,runOfRiver,avaConv,0.344364733
h0012,DE,runOfRiver,avaConv,0.267996014
h0012,FR,runOfRiver,avaConv,0.263361463
h0012,LU,runOfRiver,avaConv,0.492712645
h0012,NL,runOfRiver,avaConv,0.393527843
h0013,AT,runOfRiver,avaConv,0.425439347
h0013,BE,runOfRiver,avaConv,0.386453737
h0013,CH,runOfRiver,avaConv,0.344364733
h0013,DE,runOfRiver,avaConv,0.267996014
h0013,FR,runOfRiver,avaConv,0.263361463
h0013,LU,runOfRiver,avaConv,0.492712645
h0013,NL,runOfRiver,avaConv,0.393527843
h0014,AT,runOfRiver,avaConv,0.425439347
h0014,BE,runOfRiver,avaConv,0.386453737
h0014,CH,runOfRiver,avaConv,0.344364733
h0014,DE,runOfRiver,avaConv,0.267996014
h0014,FR,runOfRiver,avaConv,0.263361463
h0014,LU,runOfRiver,avaConv,0.492712645
h0014,NL,runOfRiver,avaConv,0.393527843
h0015,AT,runOfRiver,avaConv,0.425439347
h0015,BE,runOfRiver,avaConv,0.386453737
h0015,CH,runOfRiver,avaConv,0.344364733
h0015,DE,runOfRiver,avaConv,0.267996014
h0015,FR,runOfRiver,avaConv,0.263361463
h0015,LU,runOfRiver,avaConv,0.492712645
h0015,NL,runOfRiver,avaConv,0.393527843
h0016,AT,runOfRiver,avaConv,0.425439347
h0016,BE,runOfRiver,avaConv,0.386453737
h0016,CH,runOfRiver,avaConv,0.344364733
h0016,DE,runOfRiver,avaConv,0.267996014
h0016,FR,runOfRiver,avaConv,0.263361463
h0016,LU,runOfRiver,avaConv,0.492712645
h0016,NL,runOfRiver,avaConv,0.393527843
h0017,AT,runOfRiver,avaConv,0.425439347
h0017,BE,runOfRiver,avaConv,0.386453737
h0017,CH,runOfRiver,avaConv,0.344364733
h0017,DE,runOfRiver,avaConv,0.267996014
h0017,FR,runOfRiver,avaConv,0.263361463
h0017,LU,runOfRiver,avaConv,0.492712645
h0017,NL,runOfRiver,avaConv,0.393527843
h0018,AT,runOfRiver,avaConv,0.425439347
h0018,BE,runOfRiver,avaConv,0.386453737
h0018,CH,runOfRiver,avaConv,0.344364733
h0018,DE,runOfRiver,avaConv,0.267996014
h0018,FR,runOfRiver,avaConv,0.263361463
h0018,LU,runOfRiver,avaConv,0.492712645
h0018,NL,runOfRiver,avaConv,0.393527843
h0019,AT,runOfRiver,avaConv,0.425439347
h0019,BE,runOfRiver,avaConv,0.386453737
h0019,CH,runOfRiver,avaConv,0.344364733
h0019,DE,runOfRiver,avaConv,0.267996014
h0019,FR,runOfRiver,avaConv,0.263361463
h0019,LU,runOfRiver,avaConv,0.492712645
h0019,NL,runOfRiver,avaConv,0.393527843
h0020,AT,runOfRiver,avaConv,0.425439347
h0020,BE,runOfRiver,avaConv,0.386453737
h0020,CH,runOfRiver,avaConv,0.344364733
h0020,DE,runOfRiver,avaConv,0.267996014
h0020,FR,runOfRiver,avaConv,0.263361463
h0020,LU,runOfRiver,avaConv,0.492712645
h0020,NL,runOfRiver,avaConv,0.393527843
h0021,AT,runOfRiver,avaConv,0.425439347
h0021,BE,runOfRiver,avaConv,0.386453737
h0021,CH,runOfRiver,avaConv,0.344364733
h0021,DE,runOfRiver,avaConv,0.267996014
h0021,FR,runOfRiver,avaConv,0.263361463
h0021,LU,runOfRiver,avaConv,0.492712645
h0021,NL,runOfRiver,avaConv,0.393527843
h0022,AT,runOfRiver,avaConv,0.425439347
h0022,BE,runOfRiver,avaConv,0.386453737
h0022,CH,runOfRiver,avaConv,0.344364733
h0022,DE,runOfRiver,avaConv,0.267996014
h0022,FR,runOfRiver,avaConv,0.263361463
h0022,LU,runOfRiver,avaConv,0.492712645
h0022,NL,runOfRiver,avaConv,0.393527843
h0023,AT,runOfRiver,avaConv,0.425439347
h0023,BE,runOfRiver,avaConv,0.386453737
h0023,CH,runOfRiver,avaConv,0.344364733
h0023,DE,runOfRiver,avaConv,0.267996014
h0023,FR,runOfRiver,avaConv,0.263361463
h0023,LU,runOfRiver,avaConv,0.492712645
h0023,NL,runOfRiver,avaConv,0.393527843
h0024,AT,runOfRiver,avaConv,0.425439347
h0024,BE,runOfRiver,avaConv,0.386453737
h0024,CH,runOfRiver,avaConv,0.344364733
h0024,DE,runOfRiver,avaConv,0.267996014
h0024,FR,runOfRiver,avaConv,0.263361463
h0024,LU,runOfRiver,avaConv,0.492712645
h0024,NL,runOfRiver,avaConv,0.393527843
h0025,AT,runOfRiver,avaConv,0.420639726
h0025,BE,runOfRiver,avaConv,0.377224991
h0025,CH,runOfRiver,avaConv,0.342358721
h0025,DE,runOfRiver,avaConv,0.257947523
h0025,FR,runOfRiver,avaConv,0.260392254
h0025,LU,runOfRiver,avaConv,0.490483176
h0025,NL,runOfRiver,avaConv,0.383494556
h0026,AT,runOfRiver,avaConv,0.420639726
h0026,BE,runOfRiver,avaConv,0.377224991
h0026,CH,runOfRiver,avaConv,0.342358721
h0026,DE,runOfRiver,avaConv,0.257947523
h0026,FR,runOfRiver,avaConv,0.260392254
h0026,LU,runOfRiver,avaConv,0.490483176
h0026,NL,runOfRiver,avaConv,0.383494556
h0027,AT,runOfRiver,avaConv,0.420639726
h0027,BE,runOfRiver,avaConv,0.377224991
h0027,CH,runOfRiver,avaConv,0.342358721
h0027,DE,runOfRiver,avaConv,0.257947523
h0027,FR,runOfRiver,avaConv,0.260392254
h0027,LU,runOfRiver,avaConv,0.490483176
h0027,NL,runOfRiver,avaConv,0.383494556
h0028,AT,runOfRiver,avaConv,0.420639726
h0028,BE,runOfRiver,avaConv,0.377224991
h0028,CH,runOfRiver,avaConv,0.342358721
h0028,DE,runOfRiver,avaConv,0.257947523
h0028,FR,runOfRiver,avaConv,0.260392254
h0028,LU,runOfRiver,avaConv,0.490483176
h0028,NL,runOfRiver,avaConv,0.383494556
h0029,AT,runOfRiver,avaConv,0.420639726
h0029,BE,runOfRiver,avaConv,0.377224991
h0029,CH,runOfRiver,avaConv,0.342358721
h0029,DE,runOfRiver,avaConv,0.257947523
h0029,FR,runOfRiver,avaConv,0.260392254
h0029,LU,runOfRiver,avaConv,0.490483176
h0029,NL,runOfRiver,avaConv,0.383494556
h0030,AT,runOfRiver,avaConv,0.420639726
